model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
Hybrid,all,attention,100,120,463.7962100505829,5,89219,5,0.2,False,multi,0.225925167714212,0.19330490102837378,0.14704109932665582,0.19330490102837378,0.13313686095918625,0.225925167714212
Hybrid,all,interest,100,120,463.4921088218689,5,89219,5,0.2,False,multi,0.2288497492339608,0.19725898472859466,0.1589756989473067,0.19725898472859466,0.10873095807325546,0.2288497492339608
Hybrid,all,effort,100,120,472.3148510456085,5,89219,5,0.2,False,multi,0.35485674109936005,0.19583740217645434,0.18240717340935095,0.19583740217645434,0.11495386330534267,0.35485674109936005
