model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
Hybrid,all,attention,100,120,463.7742381095886,5,89219,5,0.5,False,multi,0.2379863963860036,0.20667951887624253,0.18868489667188335,0.20667951887624253,0.12525250761323595,0.2379863963860036
Hybrid,all,interest,100,120,488.3481774330139,5,89219,5,0.5,False,multi,0.2689839844403788,0.19921174801167393,0.1794927866858817,0.19921174801167393,0.09285063010341829,0.2689839844403788
Hybrid,all,effort,100,120,464.76143074035645,5,89219,5,0.5,False,multi,0.3699428757362012,0.19947143074518786,0.1165333795174357,0.19947143074518786,0.10814688633657402,0.3699428757362012
