user,label,n_epochs,window_size,duration,num_classes,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
17,effort,2,120,0.9421756267547607,3,858,0.5545181232585575,0.4122844973040367,0.26430952054974644,0.38319952998377527,0.3030515546256637,0.5545181232585575
18,attention,2,120,0.652977466583252,5,1434,0.4054920982631826,0.3041361003861004,0.19133467670894996,0.258206241956242,0.2133622958570236,0.4054920982631826
18,interest,2,120,0.9542300701141357,5,1434,0.3723144325553964,0.28145635866980007,0.22724653693544736,0.24545352675242546,0.21618650026801625,0.3723144325553964
18,effort,2,120,1.5827136039733887,3,1434,0.4759311079502943,0.3311324376106985,0.21989788811847663,0.31715807863633955,0.2409989978983845,0.4759311079502943
19,attention,2,120,0.7145054340362549,4,382,0.5741953262786595,0.37834518970189696,0.20535829641934294,0.3077856820234869,0.2382891104573027,0.5741953262786595
19,interest,2,120,0.18964290618896484,5,382,0.39925044091710754,0.35896326654523375,0.24201040505388333,0.24239526411657558,0.2401449275362319,0.39925044091710754
19,effort,2,120,0.451275110244751,3,382,0.5593193287582727,0.3726401419268298,0.3055246913580246,0.3726401419268298,0.2644205891663481,0.5593193287582727
20,attention,2,120,0.7684371471405029,5,1152,0.3799827795358941,0.2022558776684258,0.15325958570822482,0.2022558776684258,0.15592289264731582,0.3799827795358941
20,interest,2,120,0.4954392910003662,5,1152,0.2943906376109766,0.25476684263448973,0.14832874409841293,0.25476684263448973,0.16442292463713942,0.2943906376109766
20,effort,2,120,0.9922821521759033,5,1152,0.2637178481286578,0.2315626878593618,0.15370301493451402,0.2315626878593618,0.13311541573196684,0.26371784812865784
22,attention,2,120,1.2385177612304688,4,1118,0.4346799009611827,0.28023790404470295,0.20221805098939302,0.28023790404470295,0.21589119257937145,0.4346799009611827
22,interest,2,120,0.984318733215332,5,1118,0.4366618524454548,0.2739330587638404,0.17164002566065523,0.2739330587638404,0.18654401156881273,0.4366618524454548
22,effort,2,120,0.9944226741790771,4,1118,0.5103640029685068,0.4607028731677608,0.4027806642222142,0.41528417149905916,0.3629752573214922,0.5103640029685068
23,attention,2,120,2.113481283187866,5,1930,0.29156313250345434,0.24946085598709766,0.14848158574952147,0.2354685915045771,0.1469620148914725,0.29156313250345434
23,interest,2,120,1.6885979175567627,5,1930,0.3184632334211572,0.2872192665629961,0.2641109177323784,0.2872192665629961,0.1975866840591807,0.31846323342115723
23,effort,2,120,1.690995454788208,5,1930,0.4032144976690656,0.24456650418680775,0.15363462884912304,0.24456650418680775,0.17060206438058012,0.4032144976690656
24,attention,2,120,0.8004701137542725,5,879,0.252216852819134,0.2942793825352616,0.18358197881284066,0.27924480088883785,0.14517823888729664,0.252216852819134
24,interest,2,120,0.799515962600708,5,879,0.3353564829620154,0.23118063930283975,0.10895120654825088,0.2163569213541218,0.14148383905648879,0.3353564829620154
24,effort,2,120,0.7993617057800293,5,879,0.23627545037842446,0.2566024196553829,0.20565650288535203,0.2566024196553829,0.17550140752868149,0.23627545037842446
25,attention,2,120,1.8777217864990234,4,2145,0.39011583933617633,0.310986869634215,0.12448309959025647,0.29156119395853936,0.1586441520725828,0.39011583933617633
25,interest,2,120,2.3439888954162598,5,2145,0.4232422448480449,0.2800619152533018,0.18818477531456132,0.2800619152533018,0.18659686824073415,0.4232422448480449
25,effort,2,120,2.349404811859131,4,2145,0.5402241824124452,0.36543448621442415,0.2008503308374927,0.287851769277525,0.22103807593110933,0.5402241824124452
