user,label,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
1,attention,0.11069299425032135,0.11001310205789441,0.07041238744984261,0.10429432581261441,0.07976602671026745,0.11069299425032135
1,interest,0.2167364981920376,0.23893398871086627,0.1435173661232127,0.20535120062849416,0.134188073643601,0.2167364981920376
1,effort,0.27415114838302923,0.22496886250353273,0.15177867580928886,0.2226722554258239,0.16523667397683964,0.27415114838302923
