user,label,num_classes,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
all,attention,5,0.8659372868770708,0.8788102325618364,0.8715131539814106,0.8788102325618364,0.8748342428500026,0.8659372868770708
all,interest,5,0.8717618129600221,0.8752206652002281,0.8796403300573609,0.8752206652002281,0.8772884911075183,0.8717618129600221
all,effort,5,0.8749686951860641,0.8753415866690457,0.8853789871242943,0.8753415866690457,0.8799690816307788,0.8749686951860641
