user,label,num_classes,duration,order,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
2,attention,4,7.498013496398926,5,155966,0.32918984378371563,0.3008543934005931,0.3255278726330238,0.281596774904433,0.27711369137557196,0.32918984378371563
2,interest,5,9.595333576202393,5,155966,0.3133056922453204,0.2889589619932505,0.21280157019847828,0.21485129001650005,0.20304699832280151,0.3133056922453204
2,effort,5,11.08039116859436,5,155966,0.19237279145972125,0.14828144698917298,0.15324865366411805,0.14469790906230978,0.13281659778841085,0.19237279145972125
3,attention,5,9.586026430130005,5,145361,0.3225903210324188,0.23629121899647182,0.21178903818247724,0.21615164921122557,0.2057950075178233,0.3225903210324188
3,interest,5,9.873911142349243,5,145361,0.3083577600236945,0.2900475670649093,0.2644816290385815,0.2622708883183874,0.2304306644113065,0.3083577600236945
3,effort,5,9.754547834396362,5,145361,0.17788396151008282,0.13157025934646732,0.1364497450703405,0.13157025934646732,0.12106012731440566,0.17788396151008282
6,attention,3,6.920517683029175,5,171763,0.4283831249443919,0.3718117930607778,0.3890169704693742,0.3718117930607778,0.3352795557700393,0.4283831249443919
6,interest,3,6.870105743408203,5,171763,0.460251755254055,0.47855016891631486,0.47453083360745507,0.47855016891631486,0.43830585082515106,0.460251755254055
6,effort,5,10.849314212799072,5,171763,0.23635015746688587,0.23154151636829745,0.17953030222102934,0.19866508625730156,0.16272243610336945,0.23635015746688587
7,attention,4,7.923875331878662,5,174558,0.4043127761817621,0.34121237617089284,0.20812276712558067,0.21239616260001898,0.19706711090328258,0.4043127761817621
7,interest,4,8.435605764389038,5,174558,0.5311253676056065,0.38356237450473907,0.27534061452839176,0.26098055824664484,0.24758820578988466,0.5311253676056065
7,effort,4,9.413965225219727,5,174558,0.3817158455599476,0.32883744132421816,0.27045644603094393,0.24425501675262273,0.21875679360660252,0.3817158455599476
8,attention,5,14.246896982192993,5,222319,0.2912108451779195,0.19176092128223166,0.14870832762298208,0.1521384406275652,0.13882007841557448,0.2912108451779195
8,interest,5,15.206082344055176,5,222319,0.2927132959780196,0.27410604871137445,0.21910922147800754,0.21562190240441353,0.1946547049273785,0.2927132959780196
8,effort,5,14.847653150558472,5,222319,0.2150550266785778,0.21771264442045685,0.17989059375026573,0.19872851373467088,0.17029749774742042,0.2150550266785778
