user,label,n_epochs,window_size,duration,num_classes,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
1,attention,200,120,46.06242823600769,5,683,0.2905620097898037,0.29200381002613784,0.21559707411688336,0.24912945653781376,0.2087781713320343,0.2905620097898037
1,interest,200,120,34.79440903663635,5,683,0.15017445920906544,0.14102562257786969,0.14852670649613878,0.10576921693340229,0.10766918122433579,0.15017445920906544
1,effort,200,120,58.36352729797363,5,683,0.20794090616530858,0.1748592747536744,0.14198146648779858,0.1559551387371903,0.1384239907295992,0.20794090616530864
2,attention,200,120,87.99219703674316,4,1262,0.3970244182631723,0.38324771691128234,0.3995368030731453,0.38324771691128234,0.36569622284372216,0.39702441826317225
2,interest,200,120,66.46195840835571,5,1262,0.41025700213477373,0.4017918327371987,0.32861876049861444,0.3304241811252942,0.31917155206695863,0.41025700213477373
2,effort,200,120,85.49085569381714,5,1262,0.22764801038230126,0.20227989465872193,0.22776491883499356,0.20227989465872193,0.19216669356793387,0.22764801038230126
3,attention,200,120,78.7643404006958,5,1174,0.24545126786114677,0.233539515061072,0.20327194365804124,0.2227351674694501,0.17496967008368156,0.24545126786114677
3,interest,200,120,80.22630953788757,5,1174,0.22383858752981103,0.2405086782509746,0.16256877269952752,0.23427237542720492,0.17598025760009978,0.22383858752981103
3,effort,200,120,101.16531133651733,5,1174,0.26557676725983,0.21478271905920146,0.2670635531803712,0.21478271905920146,0.19925759003103963,0.26557676725983
6,attention,200,120,120.23827147483826,3,1391,0.45929143072749323,0.41561904507162434,0.4109428524712307,0.41561904507162434,0.3986810201163569,0.45929143072749323
6,interest,200,120,120.32860541343689,3,1391,0.3703094846490241,0.3013237058340858,0.3260747947206984,0.3013237058340858,0.2863376996785561,0.3703094846490241
6,effort,200,120,120.18570971488953,5,1391,0.2603371157506274,0.2635339857771772,0.20054991820534082,0.23376407924825737,0.1737114093837025,0.26033711575062746
7,attention,200,120,97.70403361320496,4,1416,0.4379301004301004,0.4070031559259846,0.30930983242172955,0.3360601195250118,0.2799824928574692,0.4379301004301004
7,interest,200,120,97.76850819587708,4,1416,0.44933971537232403,0.37474070206317894,0.3245260679408752,0.34054964661236053,0.3274743179004101,0.44933971537232403
7,effort,200,120,122.40703582763672,4,1416,0.45385630874526717,0.3603509048738755,0.26443958390082223,0.2693790341289076,0.24735575852210429,0.45385630874526717
8,attention,200,120,94.87560987472534,5,1818,0.2810153742958847,0.20003294145215414,0.21527776649594607,0.20003294145215414,0.18360831069018949,0.2810153742958847
8,interest,200,120,91.4752368927002,5,1818,0.20627271582909903,0.17822328129244894,0.15703546494206808,0.16233345722865153,0.14273205771681483,0.20627271582909903
8,effort,200,120,159.3113408088684,5,1818,0.24422388808699824,0.22351393732727765,0.21238697830522005,0.20354812536146566,0.19153166248149356,0.24422388808699824
9,attention,200,120,179.49714732170105,5,2066,0.2726622912804415,0.23646296571233355,0.19227771022335613,0.21662826751811645,0.18185890908099198,0.2726622912804415
9,interest,200,120,179.62424898147583,5,2066,0.25420097745883796,0.22379510168888492,0.21350413284968547,0.20235831169626267,0.16870301196387144,0.254200977458838
9,effort,200,120,145.6510875225067,5,2066,0.2568053245829775,0.19817960540191804,0.1899657482332694,0.16743872936657947,0.14706516810487918,0.2568053245829775
10,attention,200,120,19.44068455696106,4,288,0.32189890019038025,0.27482193732193727,0.2643146346407216,0.21162749287749288,0.22571461105943863,0.32189890019038025
10,interest,200,120,19.40780997276306,4,288,0.20064297003609974,0.18937344563609276,0.3152166038829325,0.1364603642386711,0.16652182404062105,0.20064297003609974
10,effort,200,120,19.468276262283325,4,288,0.20768350627118054,0.19057069138590876,0.159271978021978,0.11288466967814793,0.11459698334698334,0.2076835062711805
11,attention,200,120,46.806808948516846,5,669,0.15937648849041253,0.16699261362527562,0.101013093916812,0.08349200866459808,0.08590142366459375,0.15937648849041253
11,interest,200,120,34.56645607948303,5,669,0.20164881531970139,0.23886100448874814,0.21154573709642344,0.1791457533665611,0.14849917757616435,0.20164881531970139
11,effort,200,120,33.431703090667725,5,669,0.3933551499366519,0.39602620528230426,0.2712555894778625,0.3559993798464884,0.280049810629194,0.3933551499366519
12,attention,200,120,7.8652753829956055,2,86,0.49952380952380954,0.44848484848484854,0.3649769585253456,0.36515151515151517,0.36090909090909096,0.49952380952380954
12,interest,200,120,5.211959362030029,4,86,0.3216374269005848,0.22875816993464052,0.20634920634920637,0.11546840958605664,0.14157706093189962,0.3216374269005848
12,effort,200,120,4.425912380218506,4,86,0.08888888888888889,0.09999999999999999,0.09482758620689656,0.036111111111111115,0.03896103896103896,0.08888888888888889
17,attention,200,120,72.9522659778595,3,858,0.4344289524902309,0.3517280757765898,0.37557948854738854,0.3517280757765898,0.3501143273293056,0.4344289524902309
17,interest,200,120,73.09956645965576,3,858,0.4013294036714508,0.328670080345136,0.29925162171698305,0.29850524518030086,0.28563256667876613,0.4013294036714508
17,effort,200,120,72.93583989143372,3,858,0.4607918656777631,0.3853974295213891,0.37237788909142305,0.30945788420181153,0.2831741792749141,0.4607918656777631
18,attention,200,120,52.01677465438843,5,1434,0.27304021279924895,0.2891330337033462,0.16798559748290992,0.20164909105534107,0.15794848995525282,0.27304021279924895
18,interest,200,120,75.08149719238281,5,1434,0.3241644566945772,0.2678929447109326,0.18772595803819328,0.21160647012823305,0.16912410044754878,0.3241644566945772
18,effort,200,120,124.8359169960022,3,1434,0.4848426465444831,0.3857351223564573,0.3767296455055513,0.3288716437328541,0.304396415747015,0.4848426465444831
19,attention,200,120,26.683107376098633,4,382,0.487202380952381,0.3660674283154122,0.35977071343482164,0.3660674283154122,0.3103675979428946,0.487202380952381
