user,label,num_classes,duration,size,RMSE,R2
cross,attention,5,97.3100106716156,2560509,1.3902269197921235,-0.4905690978549506
cross,interest,5,83.54179430007935,2560509,1.4259683149490443,-0.3415108139872064
cross,effort,5,74.89131712913513,2560509,1.2286836434402126,-0.16609975858837203
