user,label,n_epochs,window_size,duration,num_classes,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
1,attention,200,120,53.517616987228394,5,683,0.22138945861454246,0.19042628834908246,0.15791441436890852,0.16560300584197643,0.14934887128765656,0.22138945861454246
1,interest,200,120,40.332223892211914,5,683,0.3120868852986027,0.2417931182159533,0.19995143745143742,0.1666306679695334,0.1655671773216977,0.3120868852986027
1,effort,200,120,67.60984396934509,5,683,0.2830916214691792,0.2255744485644562,0.21776328418026453,0.19617203847801318,0.1695101264061865,0.2830916214691792
2,attention,200,120,100.87893414497375,4,1262,0.295265232309795,0.3170066173194339,0.31924624563017184,0.3170066173194339,0.2820088282754739,0.29526523230979507
2,interest,200,120,76.79811000823975,5,1262,0.39553886151670675,0.42280648123620623,0.3241054443301618,0.3171048609271547,0.2972763965723644,0.39553886151670675
2,effort,200,120,98.38089084625244,5,1262,0.16029789250805973,0.11348277867986753,0.16213828410151937,0.11348277867986753,0.1245221760279453,0.16029789250805973
3,attention,200,120,90.80575942993164,5,1174,0.24746950100898918,0.24440019745108632,0.21014557596382194,0.24440019745108632,0.19218349256645892,0.24746950100898918
3,interest,200,120,92.25603795051575,5,1174,0.2884667090900752,0.33001424280021396,0.24798105727903313,0.3167530096814458,0.23695289440741854,0.2884667090900752
3,effort,200,120,116.65265130996704,5,1174,0.2588519754275464,0.18324388727650254,0.1618721773036557,0.18324388727650254,0.15694133413407824,0.2588519754275464
6,attention,200,120,138.40290904045105,3,1391,0.4069561548508617,0.31344389730096694,0.31559231201757154,0.31344389730096694,0.295468973950085,0.4069561548508617
6,interest,200,120,138.35474944114685,3,1391,0.43375223850101746,0.36329803739598165,0.35373648079304,0.36329803739598165,0.31600631975767296,0.43375223850101746
6,effort,200,120,138.1415445804596,5,1391,0.28191928383363957,0.2480787902220863,0.20323586149559575,0.20998192988315806,0.1823683575252329,0.28191928383363957
7,attention,200,120,112.50400972366333,4,1416,0.45233541891150586,0.37586839360416346,0.3616957238303753,0.37586839360416346,0.35001738740078325,0.45233541891150586
7,interest,200,120,112.94614768028259,4,1416,0.5163385494907233,0.4313843551860195,0.4223029841321738,0.4313843551860195,0.4189847355280054,0.5163385494907233
