user,label,n_epochs,window_size,duration,num_classes,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
7,effort,200,120,140.59700202941895,4,1416,0.3973265427034586,0.30547009767735805,0.19636265648235054,0.2270524442138823,0.1974131664917452,0.3973265427034586
8,attention,200,120,109.05330061912537,5,1818,0.23038675561676025,0.18331913785290255,0.1550603974078271,0.18331913785290255,0.1502057818314315,0.23038675561676025
8,interest,200,120,105.28794050216675,5,1818,0.20904890068208262,0.15462251172892705,0.1362295515240439,0.14314118439715576,0.11875519775609278,0.20904890068208262
8,effort,200,120,182.5197193622589,5,1818,0.2721718019462749,0.26064925448659854,0.28317828237623244,0.2373948792322233,0.1979659499165796,0.2721718019462749
9,attention,200,120,206.17869901657104,5,2066,0.28067166108253805,0.2567689255046772,0.24863649771517657,0.23493261595957154,0.19059132106602303,0.28067166108253805
9,interest,200,120,206.14949464797974,5,2066,0.25452929104677435,0.2452321394235569,0.20820212336013205,0.2222442807321073,0.1785649065548765,0.25452929104677435
9,effort,200,120,167.01033329963684,5,2066,0.26104779442046744,0.19303436824337938,0.1605173721241538,0.15952884594605488,0.14357324132499805,0.26104779442046744
10,attention,200,120,22.82447385787964,4,288,0.25706167764573007,0.3536103272945378,0.32519788028508956,0.26585780204201254,0.23055540950277792,0.25706167764573007
10,interest,200,120,22.7226619720459,4,288,0.17115490960458163,0.17558038415003024,0.18167748917748916,0.11837851633393828,0.12637530915562953,0.17115490960458163
10,effort,200,120,22.771559715270996,4,288,0.295441166195018,0.3111646354852876,0.30716656138062903,0.24211270311813787,0.21198392297574015,0.295441166195018
11,attention,200,120,54.43113446235657,5,669,0.17762522287838745,0.19350142946353646,0.1587376488343083,0.14607629334738403,0.11133961345784799,0.17762522287838745
11,interest,200,120,40.22022294998169,5,669,0.3411044230031572,0.29853059279864497,0.2661628788353732,0.20113650669048702,0.21126421766740733,0.3411044230031572
11,effort,200,120,38.89081311225891,5,669,0.13739192391052296,0.21590419284927295,0.12405684443162525,0.19123200513360697,0.13033179325819425,0.13739192391052296
12,attention,200,120,9.502103567123413,2,86,0.6368421052631579,0.5764705882352941,0.5866666666666667,0.5264705882352941,0.5479166666666667,0.6368421052631579
12,interest,200,120,6.2939324378967285,4,86,0.15079365079365079,0.2222222222222222,0.2222222222222222,0.12962962962962962,0.14285714285714285,0.15079365079365079
12,effort,200,120,5.326766014099121,4,86,0.049999999999999996,0.04,0.049999999999999996,0.02,0.02857142857142857,0.049999999999999996
17,attention,200,120,84.3399076461792,3,858,0.5675953075999487,0.42181509764285724,0.4397980989321308,0.42181509764285724,0.424097373144531,0.5675953075999487
17,interest,200,120,84.22946071624756,3,858,0.49904079537613255,0.4812588435810684,0.40730120580239326,0.45845664577887063,0.4162455298773902,0.49904079537613255
17,effort,200,120,84.20143628120422,3,858,0.5284334069243658,0.4419645525924529,0.38997623780313145,0.34999902799961674,0.3301746906072721,0.5284334069243658
18,attention,200,120,59.80858778953552,5,1434,0.22748135398737807,0.18974320302445302,0.1843659957351641,0.12577300514800516,0.1390261506518204,0.22748135398737807
18,interest,200,120,87.11032819747925,5,1434,0.306209185727258,0.238907871925213,0.20709149071003385,0.1859265953079532,0.18078452008527826,0.306209185727258
18,effort,200,120,143.77758646011353,3,1434,0.4555554730667903,0.39367552481530543,0.3109482528396138,0.34113889160889027,0.2787293258970485,0.4555554730667903
19,attention,200,120,31.192252159118652,4,382,0.403207671957672,0.27244145576536405,0.276078216374269,0.23272791409869745,0.2214708591041737,0.403207671957672
19,interest,200,120,16.14646339416504,5,382,0.6320546737213404,0.6003415300546449,0.33125000000000004,0.46683743169398906,0.3354642106605972,0.6320546737213404
19,effort,200,120,38.06549072265625,3,382,0.4733082752719716,0.3197499113857643,0.22823099077545045,0.2940554669413199,0.24565484649818553,0.4733082752719716
20,attention,200,120,69.09483647346497,5,1152,0.32717270878288884,0.2531039327655182,0.20934098163570525,0.21648777584204415,0.19115371268462042,0.32717270878288884
20,interest,200,120,43.526158571243286,5,1152,0.27225740361333584,0.23527332966239067,0.24489960322636073,0.20938211147298724,0.1776762501216264,0.27225740361333584
20,effort,200,120,88.57111549377441,5,1152,0.2103680338409116,0.1716206341468888,0.19880311829691238,0.1716206341468888,0.16529351985480212,0.2103680338409116
22,attention,200,120,111.41786289215088,4,1118,0.3925872777074768,0.26426608245254923,0.24440849560712144,0.2253958976386889,0.21881184593072062,0.3925872777074768
22,interest,200,120,88.31914734840393,5,1118,0.31129183655470205,0.25652471606832505,0.26966821394310825,0.25652471606832505,0.20970506641403158,0.31129183655470205
22,effort,200,120,89.5866448879242,4,1118,0.4152959839409457,0.37164522441910086,0.30943992276268123,0.3102899130637895,0.29550773125273927,0.4152959839409457
23,attention,200,120,192.63254237174988,5,1930,0.22742470611639815,0.18171953927862697,0.15251675487132846,0.15884923507865323,0.141055466315888,0.22742470611639815
23,interest,200,120,153.2791199684143,5,1930,0.29377279448275834,0.2564065598022042,0.20063462189361927,0.19653329706268827,0.17423440157542427,0.29377279448275834
23,effort,200,120,154.599547624588,5,1930,0.2505413177055453,0.21774868704037248,0.1725348628785356,0.20023390539887853,0.14417489952934087,0.2505413177055453
24,attention,200,120,71.79501509666443,5,879,0.4084583397489804,0.30836848669760986,0.22330109659181233,0.23127636502320736,0.2171818897100899,0.4084583397489804
24,interest,200,120,71.74123477935791,5,879,0.19488391626889656,0.16998276308523746,0.12308240325273138,0.14764792005098004,0.1254217236290961,0.19488391626889656
24,effort,200,120,71.81571292877197,5,879,0.3417208048577306,0.31178941098480584,0.32704057680942705,0.24836360862239515,0.251537049750687,0.3417208048577306
25,attention,200,120,171.50417947769165,4,2145,0.29401694045307813,0.2583041181285359,0.2185501193546402,0.2088962811781409,0.19371177067760692,0.29401694045307813
25,interest,200,120,214.7529125213623,5,2145,0.3155278120457386,0.26326071331698764,0.22037243074572888,0.20938153570057771,0.1867125472904277,0.3155278120457386
25,effort,200,120,214.54672288894653,4,2145,0.4424401396672549,0.35011652114547964,0.23968862009367475,0.23497939464217038,0.22321020237544942,0.4424401396672549
