model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
Hybrid,1,attention,100,120,103.48527121543884,5,10867,20,0.8,False,multi,0.40379493745959016,0.27601177666188426,0.13213866435500338,0.27601177666188426,0.16004278430124008,0.40379493745959016
Hybrid,1,interest,100,120,71.30580544471741,5,10867,20,0.8,False,multi,0.3544769070402622,0.34159108770567576,0.2046966016457859,0.32132081743540547,0.19149977563583614,0.3544769070402622
Hybrid,1,effort,100,120,93.93002223968506,5,10867,20,0.8,False,multi,0.3133418228333428,0.23244709787963164,0.13824222689786647,0.2230211238536576,0.15390046201475915,0.3133418228333428
Hybrid,2,attention,100,120,128.92040848731995,4,21516,20,0.8,False,multi,0.19770668748416648,0.35741367047381195,0.22497381682089226,0.35741367047381195,0.1607828173990667,0.19770668748416648
Hybrid,2,interest,100,120,115.35609889030457,5,21516,20,0.8,False,multi,0.3966663962151467,0.36395202020202017,0.2669235610565913,0.36395202020202017,0.2721062076416091,0.3966663962151467
Hybrid,2,effort,100,120,188.2431480884552,5,21516,20,0.8,False,multi,0.2869498657961123,0.28215929062814904,0.16544061090311085,0.28215929062814904,0.1605570060475277,0.2869498657961123
Hybrid,3,attention,100,120,160.74828600883484,5,21048,20,0.8,False,multi,0.29586657774312564,0.26079626279688106,0.1842642494347751,0.26079626279688106,0.16335690729822136,0.29586657774312564
Hybrid,3,interest,100,120,184.98203420639038,5,21048,20,0.8,False,multi,0.3007893493038994,0.31198219480081146,0.19498199181269266,0.31198219480081146,0.19595636266122343,0.3007893493038994
Hybrid,3,effort,100,120,188.94221544265747,5,21048,20,0.8,False,multi,0.24576755794043903,0.19692866137552015,0.11504958513956184,0.19692866137552015,0.09757597192251952,0.24576755794043903
Hybrid,6,attention,100,120,215.17685413360596,3,23146,20,0.8,False,multi,0.4900719057021806,0.3437365603711364,0.2633932267018954,0.3437365603711364,0.2429605556100912,0.4900719057021806
Hybrid,6,interest,100,120,183.02311897277832,3,23146,20,0.8,False,multi,0.5064779334807966,0.33398692810457514,0.23540242113833915,0.33398692810457514,0.22034768108573344,0.5064779334807966
Hybrid,6,effort,100,120,166.62517428398132,5,23146,20,0.8,False,multi,0.26641685783379804,0.27363521062807833,0.232320951465074,0.27363521062807833,0.19102036627638405,0.26641685783379804
Hybrid,7,attention,100,120,127.93597865104675,4,22696,20,0.8,False,multi,0.45637527757092977,0.4031577585189077,0.39055412228039665,0.4031577585189077,0.3658382365932398,0.45637527757092977
Hybrid,7,interest,100,120,150.54084372520447,4,22696,20,0.8,False,multi,0.6605246222094048,0.5383143299832345,0.5099513227413904,0.5383143299832345,0.47911411379862967,0.6605246222094048
Hybrid,7,effort,100,120,395.53818464279175,4,22696,20,0.8,False,multi,0.4779953098767612,0.3217686493339735,0.2206253107706803,0.3217686493339735,0.23506745743808272,0.4779953098767612
Hybrid,8,attention,100,120,189.01103901863098,5,31743,20,0.8,False,multi,0.43693749363897816,0.2633333333333333,0.12331225198803972,0.2633333333333333,0.16202776646299152,0.43693749363897816
Hybrid,8,interest,100,120,353.1071093082428,5,31743,20,0.8,False,multi,0.2955631744129739,0.3014857860876778,0.12469206091309464,0.26218163522379245,0.138791216327313,0.2955631744129739
Hybrid,8,effort,100,120,176.09305500984192,5,31743,20,0.8,False,multi,0.27514732546881876,0.15725516029863856,0.06622687166420224,0.15725516029863856,0.09040045302560414,0.27514732546881876
Hybrid,9,attention,100,120,266.37175607681274,5,34879,20,0.8,False,multi,0.265557666215513,0.2519273657777451,0.24120865555966087,0.2519273657777451,0.15609801411948207,0.265557666215513
Hybrid,9,interest,100,120,216.43437242507935,5,34879,20,0.8,False,multi,0.2630409586787571,0.24597964376590334,0.0925145961777231,0.24597964376590334,0.12096796294578785,0.2630409586787571
Hybrid,9,effort,100,120,265.003623008728,5,34879,20,0.8,False,multi,0.46035424480712395,0.2512464265294454,0.15373218812650155,0.2512464265294454,0.1847821806725016,0.46035424480712395
Hybrid,10,attention,100,120,29.020196437835693,4,4620,20,0.8,False,multi,0.15035340017239032,0.25296620046620044,0.143078231292517,0.2181177156177156,0.11070279194076878,0.15035340017239035
Hybrid,10,interest,100,120,33.591583490371704,4,4620,20,0.8,False,multi,0.3965291350604696,0.276377688172043,0.17546419244772307,0.23323492703533028,0.1913118822033551,0.39652913506046966
Hybrid,10,effort,100,120,58.66309356689453,4,4620,20,0.8,False,multi,0.3908746905864765,0.3315169992609017,0.22764400425468073,0.2604996832435857,0.2174962835906232,0.3908746905864765
Hybrid,11,attention,100,120,76.08264708518982,5,10283,20,0.8,False,multi,0.2682356967926588,0.23569775898632522,0.11509890748054943,0.1616238939523876,0.12174616264674942,0.2682356967926588
Hybrid,11,interest,100,120,74.41693091392517,5,10283,20,0.8,False,multi,0.17268933742864007,0.2073874950242407,0.181998195998196,0.16248911395378332,0.09859860481422819,0.17268933742864007
Hybrid,11,effort,100,120,64.86407828330994,5,10283,20,0.8,False,multi,0.3804786578904774,0.2790704902748934,0.190697902462501,0.26370590694156004,0.15549036174726713,0.3804786578904774
Hybrid,12,attention,100,120,15.008870601654053,2,1606,20,0.8,False,multi,0.7525187969924813,0.6,0.47625939849624055,0.6,0.5218357487922705,0.7525187969924813
Hybrid,12,interest,100,120,11.476479053497314,4,1606,20,0.8,False,multi,0.28383458646616544,0.2389705882352941,0.18019480519480519,0.20098039215686275,0.1655982905982906,0.28383458646616544
Hybrid,12,effort,100,120,12.254926443099976,4,1606,20,0.8,False,multi,0.44166666666666665,0.42444444444444446,0.41250000000000003,0.3788888888888889,0.3904471544715447,0.44166666666666665
Hybrid,17,attention,100,120,213.94401812553406,3,14842,20,0.8,False,multi,0.5508421487499692,0.4012269720382127,0.3246818737382491,0.4012269720382127,0.3283834157277804,0.5508421487499692
Hybrid,17,interest,100,120,152.79084539413452,3,14842,20,0.8,False,multi,0.5582566542516909,0.4334202957236163,0.32433864423015824,0.4334202957236163,0.33524595058890677,0.5582566542516909
Hybrid,17,effort,100,120,133.99760603904724,3,14842,20,0.8,False,multi,0.5848351277824555,0.42745098039215684,0.23817409376913493,0.396078431372549,0.2905897220725181,0.5848351277824555
Hybrid,18,attention,100,120,158.86690664291382,5,23949,20,0.8,False,multi,0.40620273424664255,0.31034236370256113,0.17591314883439266,0.29499487335507074,0.19573208884333737,0.40620273424664244
Hybrid,18,interest,100,120,142.29206776618958,5,23949,20,0.8,False,multi,0.4199707878990226,0.3621893394375409,0.2107797588199985,0.3621893394375409,0.23308351993249116,0.4199707878990226
Hybrid,18,effort,100,120,203.006121635437,3,23949,20,0.8,False,multi,0.5828113373534513,0.42478966926793016,0.2690547718312359,0.3942768487551096,0.3054640993339987,0.5828113373534513
Hybrid,19,attention,100,120,44.5359833240509,4,6500,20,0.8,False,multi,0.5817460317460317,0.383130081300813,0.2488095238095238,0.3526422764227642,0.2822740046098955,0.5817460317460317
Hybrid,19,interest,100,120,32.02219247817993,5,6500,20,0.8,False,multi,0.4513558201058201,0.3152322404371585,0.1449613617376775,0.27219945355191255,0.18244527747795056,0.45135582010582015
Hybrid,19,effort,100,120,56.382000207901,3,6500,20,0.8,False,multi,0.6231161052613198,0.36666666666666664,0.2362767969918685,0.36666666666666664,0.28087555380766616,0.6231161052613198
Hybrid,20,attention,100,120,133.90583276748657,5,20551,20,0.8,False,multi,0.4097554373569051,0.23732808624032428,0.1379158418309172,0.23732808624032428,0.15245282887330258,0.4097554373569051
Hybrid,20,interest,100,120,121.06028175354004,5,20551,20,0.8,False,multi,0.4071874210132374,0.273025641025641,0.11622407730477717,0.273025641025641,0.15964604874007884,0.4071874210132374
Hybrid,20,effort,100,120,122.19631743431091,5,20551,20,0.8,False,multi,0.20466004462160217,0.2036541173553874,0.10556568417469134,0.2036541173553874,0.09303008997096464,0.20466004462160217
Hybrid,22,attention,100,120,186.26929593086243,4,18427,20,0.8,False,multi,0.4403042508114997,0.3074114206292424,0.18008252318307894,0.3074114206292424,0.21527202774369836,0.4403042508114997
Hybrid,22,interest,100,120,137.97118997573853,5,17686,20,0.8,False,multi,0.42829063571475573,0.275719696969697,0.1375082042935915,0.275719696969697,0.17467394055283803,0.42829063571475573
Hybrid,22,effort,100,120,188.84447813034058,4,18427,20,0.8,False,multi,0.4427265414243034,0.3935457566777791,0.3347222195200039,0.3935457566777791,0.2914477061971449,0.4427265414243034
Hybrid,23,attention,100,120,188.64147758483887,5,32957,20,0.8,False,multi,0.2889496610775501,0.2470910520187919,0.14709106984499576,0.2308637250872661,0.12621038603705445,0.2889496610775501
Hybrid,23,interest,100,120,169.77931022644043,5,32957,20,0.8,False,multi,0.2760372088618197,0.2564171461287075,0.2244307009169507,0.2564171461287075,0.1445660029181166,0.2760372088618197
Hybrid,23,effort,100,120,170.05355715751648,5,32957,20,0.8,False,multi,0.4235607396463318,0.24985373560232882,0.16776247455004428,0.24985373560232882,0.18892427508311743,0.4235607396463318
Hybrid,24,attention,100,120,136.74759101867676,5,15338,20,0.8,False,multi,0.31967121289288436,0.307206864617279,0.2238656443088895,0.307206864617279,0.18605457232997047,0.31967121289288436
Hybrid,24,interest,100,120,131.56813311576843,5,15338,20,0.8,False,multi,0.2985277076991713,0.21924340746922616,0.13535099313725882,0.21924340746922616,0.16145556277406986,0.2985277076991713
Hybrid,24,effort,100,120,143.46086835861206,5,15338,20,0.8,False,multi,0.32239391480810303,0.3166138601559345,0.1904138117434273,0.3166138601559345,0.19616524631022356,0.32239391480810303
Hybrid,25,attention,100,120,291.9912188053131,4,34350,20,0.8,False,multi,0.390006681035821,0.2859720002785327,0.14890908327867972,0.2604172573913156,0.16157482103328907,0.390006681035821
Hybrid,25,interest,100,120,272.8810143470764,5,34350,20,0.8,False,multi,0.46425466827701173,0.2845861049519586,0.18083953281687187,0.25093957871396894,0.15254496644144067,0.46425466827701173
Hybrid,25,effort,100,120,197.88488268852234,4,34350,20,0.8,False,multi,0.5728380456881845,0.3855233460290591,0.3798529284153224,0.3855233460290591,0.28714610127811147,0.5728380456881845
