model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
Hybrid,all,attention,100,120,463.56830620765686,5,89219,5,0.1,False,multi,0.22912569757613413,0.19411871744894857,0.1645924522413742,0.19411871744894857,0.1223178974613505,0.22912569757613413
Hybrid,all,interest,100,120,460.6766097545624,5,89219,5,0.1,False,multi,0.25414355252732485,0.19639659951553873,0.1907926067872619,0.19639659951553873,0.1078436311887013,0.25414355252732485
Hybrid,all,effort,100,120,453.615243434906,5,89219,5,0.1,False,multi,0.3555256934965084,0.19469498513688582,0.08001457183005686,0.19469498513688582,0.10818481055715383,0.3555256934965084
