model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
Hybrid,all,attention,100,120,6865.286529541016,5,859484,50,0.01,False,multi,0.2720374620577001,0.22753711748146369,0.20299946360865379,0.22753711748146369,0.18703412962818233,0.2720374620577001
Hybrid,all,interest,100,120,4980.461010217667,5,859484,50,0.01,False,multi,0.22250961680808817,0.1979280154522788,0.19519857972125526,0.1979280154522788,0.14955357681302167,0.22250961680808817
Hybrid,all,effort,100,120,6747.8289959430695,5,859484,50,0.01,False,multi,0.3103521259406457,0.21132332262887887,0.2149446133806041,0.21132332262887887,0.17692012215344038,0.3103521259406457
