user,label,n_epochs,window_size,duration,num_classes,size,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
18,effort,2,120,1.5874826908111572,3,1434,0.4759311079502943,0.3311324376106985,0.21989788811847663,0.31715807863633955,0.2409989978983845,0.4759311079502943
19,attention,2,120,0.36480164527893066,4,382,0.5741953262786595,0.37834518970189696,0.20535829641934294,0.3077856820234869,0.2382891104573027,0.5741953262786595
19,interest,2,120,0.18848800659179688,5,382,0.39925044091710754,0.35896326654523375,0.24201040505388333,0.24239526411657558,0.2401449275362319,0.39925044091710754
19,effort,2,120,0.4465181827545166,3,382,0.5593193287582727,0.3726401419268298,0.3055246913580246,0.3726401419268298,0.2644205891663481,0.5593193287582727
20,attention,2,120,0.7656159400939941,5,1152,0.3799827795358941,0.2022558776684258,0.15325958570822482,0.2022558776684258,0.15592289264731582,0.3799827795358941
20,interest,2,120,0.4933197498321533,5,1152,0.29301701123735024,0.25359037204625445,0.14681407730013335,0.25359037204625445,0.16288009219472419,0.29301701123735024
20,effort,2,120,0.9923262596130371,5,1152,0.2637178481286578,0.2315626878593618,0.15370301493451402,0.2315626878593618,0.13311541573196684,0.26371784812865784
22,attention,2,120,1.232362985610962,4,1118,0.43142120443979126,0.27865119003599,0.1914869225581806,0.27865119003599,0.21374154645472113,0.43142120443979126
22,interest,2,120,0.9796712398529053,5,1118,0.4407268930958613,0.277357716298087,0.1768258115571712,0.277357716298087,0.19155945305548933,0.4407268930958613
22,effort,2,120,0.9914658069610596,4,1118,0.5195263066334282,0.4716003090651967,0.4166401280145135,0.426181607396495,0.3708267312443947,0.5195263066334282
23,attention,2,120,2.114018440246582,5,1930,0.29156313250345434,0.24946085598709766,0.14848158574952147,0.2354685915045771,0.1469620148914725,0.29156313250345434
23,interest,2,120,1.6816751956939697,5,1930,0.3184632334211572,0.2872192665629961,0.2641109177323784,0.2872192665629961,0.1975866840591807,0.31846323342115723
23,effort,2,120,1.6983916759490967,5,1930,0.40489799935256726,0.246278832953931,0.1551482051700624,0.246278832953931,0.17192426661602436,0.40489799935256726
24,attention,2,120,0.8022377490997314,5,879,0.252216852819134,0.2942793825352616,0.18358197881284066,0.27924480088883785,0.14517823888729664,0.252216852819134
24,interest,2,120,0.8000650405883789,5,879,0.3353564829620154,0.23118063930283975,0.10895120654825088,0.2163569213541218,0.14148383905648879,0.3353564829620154
24,effort,2,120,0.799785852432251,5,879,0.23391695981238675,0.25546863280731036,0.2042192940440397,0.25546863280731036,0.17410537986195138,0.23391695981238675
25,attention,2,120,1.8733930587768555,4,2145,0.39011583933617633,0.310986869634215,0.12448309959025647,0.29156119395853936,0.1586441520725828,0.39011583933617633
25,interest,2,120,2.341618537902832,5,2145,0.4205334412363067,0.27884240305817987,0.1874557062713675,0.27884240305817987,0.18565409247963952,0.4205334412363067
25,effort,2,120,2.3370869159698486,4,2145,0.5406306864774858,0.3661539106748558,0.20312809444070923,0.2883313855844794,0.22195869968294302,0.5406306864774858
