model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
Hybrid,1,attention,100,120,78.32437467575073,5,16227,30,0.1,False,multi,0.3662836503811997,0.2592912206456862,0.12116248141619293,0.2592912206456862,0.1511669349722373,0.3662836503811997
Hybrid,1,interest,100,120,75.11424422264099,5,16227,30,0.1,False,multi,0.38335411633080385,0.307285979408857,0.1861312484312719,0.29264633976921733,0.21121849969123094,0.38335411633080385
Hybrid,1,effort,100,120,95.48419857025146,5,16227,30,0.1,False,multi,0.3319206745387563,0.25626779623014356,0.22302637949299245,0.25626779623014356,0.2038336253300262,0.3319206745387563
Hybrid,2,attention,100,120,164.98763751983643,4,32176,30,0.1,False,multi,0.19251629599376727,0.30716791838115365,0.23546143132024044,0.30716791838115365,0.12535151485746718,0.19251629599376727
Hybrid,2,interest,100,120,166.17522621154785,5,32176,30,0.1,False,multi,0.32707543417321566,0.2788305266398894,0.16988460993606694,0.2649460329690033,0.18115854807351564,0.32707543417321566
Hybrid,2,effort,100,120,164.95995783805847,5,32176,30,0.1,False,multi,0.3178432702355177,0.22266037133827105,0.11846559265420482,0.21279650995213245,0.12934443708301618,0.3178432702355177
Hybrid,3,attention,100,120,207.3266339302063,5,31508,30,0.1,False,multi,0.307987703581402,0.2233158069146859,0.23214691260321424,0.2233158069146859,0.18176806212273489,0.307987703581402
Hybrid,3,interest,100,120,202.4968810081482,5,31508,30,0.1,False,multi,0.3059402008296133,0.3214045662931821,0.20250509232552347,0.3214045662931821,0.21916284977897682,0.3059402008296133
Hybrid,3,effort,100,120,217.46545720100403,5,31508,30,0.1,False,multi,0.27510452338001185,0.19295732153616457,0.16035054449144778,0.19295732153616457,0.13582108061433484,0.27510452338001185
Hybrid,6,attention,100,120,245.36257076263428,3,34596,30,0.1,False,multi,0.36868388863442786,0.3962792345954277,0.3323313825398775,0.3962792345954277,0.26094174507260803,0.36868388863442786
Hybrid,6,interest,100,120,201.0015413761139,3,34596,30,0.1,False,multi,0.46018164036844844,0.3122395900209306,0.2338856870491252,0.3122395900209306,0.21227402647427898,0.46018164036844844
Hybrid,6,effort,100,120,198.64846467971802,5,34596,30,0.1,False,multi,0.27951647929506623,0.2555478210759225,0.1869321774750517,0.2555478210759225,0.1783089001216279,0.2795164792950661
Hybrid,7,attention,100,120,207.21293759346008,4,33896,30,0.1,False,multi,0.4719192137670398,0.3769022968508813,0.3614409664409664,0.3769022968508813,0.33887333937396596,0.4719192137670398
