model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
EEGNet,1,attention,100,120,46.44694685935974,2,683,,,False,binary,0.790461242649169,0.5906662952537337,0.4981516367504124,0.4979792204238017,0.4862845866375709,0.790461242649169
EEGNet,1,interest,100,120,38.26786684989929,2,683,,,False,binary,0.8273573844530002,0.7350315526408554,0.5353863308408763,0.49937901136956975,0.509041632358757,0.8273573844530002
EEGNet,1,effort,100,120,41.49957585334778,2,683,,,False,binary,0.587820101547974,0.4796111005726108,0.5086976323139056,0.4796111005726108,0.446131404893294,0.587820101547974
EEGNet,2,attention,100,120,60.15095925331116,2,1262,,,False,binary,0.9991289198606272,0.9991289198606272,0.875,0.8745644599303136,0.87478184991274,0.9991289198606272
EEGNet,2,interest,100,120,91.70643305778503,2,1262,,,False,binary,0.9477232042962631,0.8457483226071477,0.7412361623616236,0.7316428180199918,0.7361876732380329,0.9477232042962631
EEGNet,2,effort,100,120,77.15542411804199,2,1262,,,False,binary,0.5738881783598362,0.5612258419969236,0.5468511151831287,0.5612258419969236,0.52407476404813,0.5738881783598362
EEGNet,3,attention,100,120,99.64661169052124,2,1174,,,False,binary,0.8531422814875965,0.5540942183833067,0.5142880259648869,0.5540942183833067,0.5121322048965959,0.8531422814875965
EEGNet,3,interest,100,120,68.48916554450989,2,1174,,,False,binary,0.8174358871460894,0.5065880706423842,0.4613431039871608,0.5065880706423842,0.47144978414370414,0.8174358871460894
EEGNet,3,effort,100,120,99.11483359336853,2,1174,,,False,binary,0.6781184199127581,0.5354287983425656,0.4950104979300377,0.5354287983425656,0.4829096084784782,0.6781184199127581
EEGNet,6,attention,100,120,61.24634099006653,2,1391,,,False,binary,0.7512741908221443,0.5174890182989512,0.46277836657848265,0.5174890182989512,0.48217766795339995,0.7512741908221443
EEGNet,6,interest,100,120,78.99612164497375,2,1391,,,False,binary,0.5057176754905687,0.4985847187169326,0.4966103673984703,0.4985847187169326,0.47832999632319834,0.5057176754905687
EEGNet,6,effort,100,120,74.39257144927979,2,1391,,,False,binary,0.5687630141485649,0.4633290240718047,0.3557134371769657,0.4633290240718047,0.3794646186272275,0.5687630141485649
EEGNet,7,attention,100,120,56.961193561553955,2,1416,,,False,binary,0.5306051811486594,0.49656753512919627,0.49705007401051543,0.49656753512919627,0.47882535395142023,0.5306051811486594
EEGNet,7,interest,100,120,77.60928201675415,2,1416,,,False,binary,0.9207937332937333,0.7585824835824836,0.7485794196710943,0.7585824835824836,0.7516335216740075,0.9207937332937333
EEGNet,7,effort,100,120,89.21177530288696,2,1416,,,False,binary,0.5358738567700094,0.5026209105874737,0.5171636874567104,0.5026209105874737,0.4477132945702433,0.5358738567700094
EEGNet,8,attention,100,120,97.53348326683044,2,1818,,,False,binary,0.729809461650663,0.46526262206203073,0.4179135303946544,0.46526262206203073,0.4370695523763106,0.729809461650663
EEGNet,8,interest,100,120,84.24231147766113,2,1818,,,False,binary,0.7172037828452942,0.505548197698324,0.6081562614107272,0.505548197698324,0.46232127691223884,0.7172037828452942
EEGNet,8,effort,100,120,75.09020185470581,2,1818,,,False,binary,0.6035984950459874,0.4934179411818917,0.5003084802634729,0.4934179411818917,0.43434638398039527,0.6035984950459874
EEGNet,9,attention,100,120,133.95826268196106,2,2066,,,False,binary,0.8220534551652061,0.5041135730329419,0.5571279252785386,0.5041135730329419,0.4683693328168676,0.8220534551652061
EEGNet,9,interest,100,120,119.47533011436462,2,2066,,,False,binary,0.7888524452290049,0.5038260688511047,0.5355931748709214,0.5038260688511047,0.4556908286268758,0.7888524452290049
