,C1,C2,C3,C4,C5,C6,C7,C8,Timestamp,effort
2176,172998.96875,-16621.830078125,201255.25,188360.375,180299.546875,157649.625,173295.234375,205209.46875,1130107.7551866998,1.0
2177,172976.890625,-16594.650390625,201269.796875,188375.15625,180265.109375,157629.03125,173262.515625,205174.421875,1130119.7571867,1.0
2178,172958.203125,-16559.841796875,201290.96875,188395.46875,180241.5625,157615.390625,173240.109375,205150.015625,1130133.7591866998,1.0
2179,172955.859375,-16526.796875,201315.8125,188422.3125,180240.65625,157618.5,173239.828125,205151.25,1130148.7611866998,1.0
2180,172956.296875,-16525.9375,201316.1875,188424.796875,180250.671875,157622.3125,173247.03125,205160.3125,1130163.7631867,1.0
2181,172957.15625,-16567.232421875,201284.34375,188392.375,180268.40625,157620.78125,173262.5625,205175.5625,1130173.7651866998,1.0
2182,172975.125,-16612.0078125,201254.921875,188362.859375,180297.390625,157631.890625,173296.90625,205212.671875,1130185.76718814,1.0
2183,172996.78125,-16633.369140625,201243.5625,188351.171875,180327.34375,157652.921875,173327.796875,205245.421875,1130199.76918814,1.0
2184,173004.9375,-16642.66796875,201237.125,188346.84375,180334.34375,157662.453125,173333.234375,205251.4375,1130210.77118814,1.0
2185,173002.21875,-16637.8515625,201242.5625,188351.46875,180319.46875,157659.265625,173318.9375,205236.3125,1130220.77318814,1.0
2186,172990.4375,-16605.85546875,201267.40625,188375.59375,180296.828125,157656.734375,173298.28125,205213.71875,1130237.77518814,1.0
2187,172967.5,-16570.6171875,201290.671875,188397.859375,180266.3125,157642.0,173269.15625,205182.625,1130252.77718814,1.0
2188,172949.71875,-16533.853515625,201313.8125,188420.359375,180243.703125,157625.359375,173243.921875,205157.203125,1130277.77918814,1.0
2189,172929.453125,-16515.78125,201319.34375,188428.8125,180230.203125,157610.203125,173229.140625,205139.0,1130290.78118814,1.0
2190,172928.15625,-16524.412109375,201311.796875,188422.125,180242.84375,157610.34375,173238.921875,205148.765625,1130307.78318814,1.0
2191,172936.21875,-16568.185546875,201278.046875,188389.421875,180266.59375,157613.390625,173261.421875,205173.953125,1130317.78518814,1.0
2192,172965.0625,-16608.763671875,201250.765625,188363.484375,180305.640625,157632.328125,173301.484375,205216.140625,1130330.78718814,1.0
2193,172991.4375,-16631.69921875,201238.28125,188351.46875,180333.6875,157653.203125,173330.46875,205247.71875,1130340.78918814,1.0
2194,172995.390625,-16647.865234375,201227.96875,188340.96875,180332.6875,157656.359375,173332.609375,205249.375,1130352.79118814,1.0
2195,172991.671875,-16641.236328125,201233.9375,188344.078125,180314.46875,157653.109375,173318.3125,205234.5,1130366.79318814,1.0
2196,172975.078125,-16616.44140625,201249.8125,188361.234375,180283.234375,157641.953125,173287.984375,205203.984375,1130378.79518814,1.0
2197,172952.34375,-16582.34765625,201271.125,188383.65625,180257.0625,157627.21875,173257.328125,205170.703125,1130390.79718814,1.0
2198,172940.890625,-16533.328125,201304.609375,188416.078125,180242.75,157621.109375,173241.109375,205149.859375,1130404.79918814,1.0
2199,172929.6875,-16509.390625,201318.1875,188432.1875,180233.265625,157611.390625,173228.421875,205137.328125,1130418.80118814,1.0
2200,172924.25,-16525.078125,201302.75,188419.21875,180234.078125,157601.140625,173229.421875,205140.8125,1130430.80318814,1.0
2201,172940.84375,-16556.98046875,201280.234375,188398.90625,180259.71875,157610.203125,173258.515625,205172.328125,1130448.80518814,1.0
2202,172960.296875,-16600.609375,201249.625,188369.25,180293.109375,157623.3125,173289.609375,205205.890625,1130459.80718814,1.0
2203,172971.5625,-16641.904296875,201218.53125,188336.96875,180313.234375,157630.265625,173308.484375,205227.296875,1130474.80918814,1.0
2204,172988.15625,-16653.015625,201214.671875,188331.0,180328.015625,157646.625,173320.984375,205239.84375,1130485.81118814,1.0
2205,172987.4375,-16644.669921875,201223.25,188340.015625,180320.46875,157650.78125,173310.015625,205225.015625,1130507.81318814,1.0
2206,172977.609375,-16618.5390625,201240.65625,188358.609375,180300.015625,157643.859375,173287.609375,205199.3125,1130519.81518814,1.0
2207,172970.84375,-16576.86328125,201272.609375,188387.375,180276.359375,157635.84375,173264.90625,205175.765625,1130534.81718814,1.0
2208,172954.625,-16529.466796875,201303.9375,188420.359375,180246.75,157623.59375,173237.15625,205148.90625,1130547.81918814,1.0
2209,172939.609375,-16506.1015625,201316.90625,188434.34375,180229.40625,157611.8125,173222.703125,205133.171875,1130563.82118814,1.0
2210,172936.5,-16514.541015625,201308.125,188427.1875,180233.734375,157605.765625,173229.1875,205139.859375,1130575.82318814,1.0
2211,172942.140625,-16558.505859375,201272.21875,188392.859375,180248.65625,157599.1875,173246.6875,205160.359375,1130591.82518814,1.0
2212,172969.453125,-16601.564453125,201244.0,188364.90625,180286.140625,157613.71875,173285.21875,205200.265625,1130605.82718814,1.0
2213,172996.453125,-16625.501953125,201232.171875,188352.21875,180321.1875,157637.140625,173318.359375,205233.5,1130617.82918814,1.0
2214,173002.171875,-16640.90234375,201222.734375,188340.296875,180329.390625,157644.625,173327.1875,205238.84375,1130631.83118814,1.0
2215,172996.828125,-16638.7578125,201225.921875,188341.109375,180321.375,157647.0625,173318.78125,205228.734375,1130644.83318814,1.0
2216,172988.4375,-16608.3359375,201250.765625,188364.8125,180306.359375,157647.671875,173302.90625,205211.375,1130655.83518814,1.0
2217,172970.546875,-16568.376953125,201278.234375,188393.515625,180280.609375,157638.046875,173279.6875,205184.34375,1130669.83718814,1.0
2218,172956.484375,-16527.701171875,201305.796875,188421.84375,180258.53125,157628.125,173258.234375,205163.640625,1130681.83918814,1.0
2219,172945.703125,-16506.33984375,201316.140625,188432.1875,180246.28125,157617.296875,173245.59375,205150.53125,1130698.84118814,1.0
2220,172937.40625,-16521.216796875,201301.734375,188419.65625,180246.796875,157607.765625,173245.921875,205151.015625,1130711.84318814,1.0
2221,172948.046875,-16556.025390625,201277.234375,188395.234375,180270.84375,157613.875,173269.953125,205176.765625,1130726.84518814,1.0
2222,172967.734375,-16597.55859375,201250.390625,188367.625,180298.546875,157626.453125,173300.1875,205209.328125,1130740.84718814,1.0
2223,172994.296875,-16622.115234375,201236.609375,188352.984375,180325.90625,157645.578125,173326.5625,205238.890625,1130751.84918814,1.0
2224,172999.0625,-16643.4296875,201220.921875,188336.34375,180326.4375,157647.90625,173329.140625,205239.171875,1130765.85118814,1.0
2225,172990.0625,-16653.349609375,201212.484375,188327.046875,180313.125,157640.1875,173314.3125,205221.25,1130776.85318814,1.0
2226,172980.140625,-16632.4140625,201229.078125,188340.0625,180300.015625,157634.328125,173295.421875,205201.171875,1130790.85518814,1.0
2227,172967.078125,-16594.029296875,201256.484375,188366.578125,180280.796875,157629.5625,173275.53125,205179.046875,1130805.85718814,1.0
2228,172954.109375,-16548.68359375,201287.578125,188397.234375,180255.0,157623.40625,173257.984375,205156.546875,1130817.85918814,1.0
2229,172946.421875,-16521.693359375,201305.65625,188417.171875,180239.171875,157615.484375,173242.96875,205144.328125,1130828.86118814,1.0
2230,172946.375,-16522.45703125,201303.796875,188417.265625,180246.5625,157614.921875,173249.03125,205151.625,1130845.86318814,1.0
2231,172959.59375,-16546.39453125,201288.859375,188403.71875,180271.734375,157626.453125,173276.15625,205178.859375,1130857.86518814,1.0
2232,172980.765625,-16588.880859375,201260.015625,188375.109375,180305.03125,157638.46875,173308.921875,205213.28125,1130869.86718814,1.0
2233,173013.65625,-16620.685546875,201241.09375,188354.9375,180343.171875,157658.875,173346.734375,205253.34375,1130880.86918814,1.0
2234,173021.046875,-16643.048828125,201225.6875,188337.921875,180347.03125,157662.265625,173353.359375,205259.25,1130890.87118814,1.0
2235,173005.84375,-16637.23046875,201230.59375,188341.5,180325.578125,157657.453125,173334.859375,205239.421875,1130909.87318814,1.0
2236,172983.90625,-16610.91015625,201247.484375,188359.1875,180293.625,157645.046875,173304.53125,205207.890625,1130922.87518814,1.0
2237,172964.921875,-16571.857421875,201274.46875,188386.46875,180263.5,157632.421875,173276.25,205178.8125,1130938.87718814,1.0
2238,172942.984375,-16533.56640625,201298.171875,188410.59375,180234.40625,157615.625,173246.359375,205146.09375,1130951.87918814,1.0
2239,172932.21875,-16513.30078125,201308.75,188422.3125,180225.828125,157602.953125,173235.71875,205134.796875,1130968.88118814,1.0
2240,172934.5,-16520.69140625,201300.9375,188416.546875,180235.78125,157598.75,173241.921875,205144.71875,1130982.88318814,1.0
2241,172943.375,-16556.216796875,201274.609375,188391.609375,180254.0,157599.65625,173259.421875,205166.890625,1130997.88518814,1.0
2242,172966.21875,-16596.890625,201248.71875,188365.296875,180287.859375,157614.390625,173288.3125,205201.125,1131008.88718814,1.0
2243,172998.640625,-16627.169921875,201229.59375,188346.171875,180329.015625,157637.1875,173326.078125,205238.40625,1131019.88918814,1.0
2244,173009.75,-16650.296875,201214.71875,188328.1875,180338.125,157644.671875,173336.953125,205248.140625,1131037.89118814,1.0
2245,173002.78125,-16648.388671875,201216.671875,188328.4375,180324.71875,157644.140625,173321.9375,205231.078125,1131048.89318814,1.0
2246,172987.1875,-16623.736328125,201233.84375,188344.3125,180298.25,157637.515625,173295.796875,205202.03125,1131061.89518814,1.0
2247,172961.6875,-16582.919921875,201262.875,188373.640625,180266.109375,157625.78125,173261.953125,205167.984375,1131073.89718814,1.0
2248,172935.796875,-16541.86328125,201289.34375,188401.4375,180232.78125,157606.765625,173226.90625,205132.46875,1131086.89918814,1.0
2249,172921.53125,-16514.064453125,201305.9375,188420.84375,180212.953125,157591.40625,173211.78125,205116.015625,1131102.90118814,1.0
2250,172915.140625,-16523.41015625,201294.5,188410.296875,180212.421875,157581.15625,173212.78125,205117.484375,1131114.90318814,1.0
2251,172933.265625,-16544.19921875,201282.859375,188400.140625,180242.703125,157593.703125,173242.546875,205150.578125,1131140.90518814,1.0
2252,172949.234375,-16587.49609375,201252.203125,188370.296875,180272.125,157602.234375,173270.578125,205178.71875,1131164.90718814,1.0
2253,172968.125,-16620.78125,201229.546875,188347.03125,180295.4375,157613.015625,173294.84375,205202.5625,1131176.90918814,1.0
2254,172976.421875,-16642.5234375,201214.578125,188331.296875,180299.78125,157617.96875,173299.953125,205204.078125,1131189.91118814,1.0
2255,172980.28125,-16632.60546875,201221.4375,188339.5,180296.4375,157622.453125,173294.46875,205196.3125,1131205.91318814,1.0
2256,172973.078125,-16602.087890625,201244.1875,188362.0,180276.984375,157620.640625,173271.8125,205175.8125,1131215.91518814,1.0
2257,172954.0625,-16561.796875,201272.265625,188389.515625,180247.953125,157608.390625,173238.625,205141.765625,1131226.91718814,1.0
2258,172931.40625,-16523.79296875,201294.96875,188412.5,180220.296875,157590.84375,173208.640625,205107.90625,1131243.91918814,1.0
2259,172911.234375,-16511.966796875,201297.59375,188416.9375,180206.078125,157575.34375,173190.09375,205089.5,1131254.92118814,1.0
2260,172912.8125,-16521.837890625,201286.484375,188406.921875,180217.71875,157572.71875,173196.859375,205097.984375,1131268.92318814,1.0
2261,172928.3125,-16552.59375,201265.359375,188386.75,180244.984375,157581.78125,173225.046875,205127.5,1131285.92518814,1.0
2262,172947.234375,-16600.658203125,201230.640625,188353.078125,180272.796875,157589.828125,173252.796875,205156.78125,1131300.92718814,1.0
2263,172971.609375,-16634.703125,201208.859375,188329.8125,180300.921875,157605.234375,173281.59375,205186.578125,1131312.92918814,1.0
2264,172989.625,-16647.673828125,201203.890625,188323.8125,180318.765625,157623.40625,173297.28125,205200.59375,1131323.93118814,1.0
2265,172986.390625,-16639.759765625,201210.953125,188329.140625,180307.453125,157627.03125,173287.703125,205189.109375,1131336.93318814,1.0
2266,172971.796875,-16613.62890625,201229.5,188345.59375,180279.234375,157617.34375,173260.09375,205159.640625,1131348.93518814,1.0
2267,172954.4375,-16579.677734375,201252.671875,188369.484375,180251.953125,157603.5625,173230.71875,205128.984375,1131365.93718814,1.0
2268,172932.125,-16537.66796875,201280.046875,188398.578125,180222.625,157588.875,173207.109375,205101.796875,1131375.93918814,1.0
2269,172918.0,-16501.380859375,201303.9375,188424.1875,180208.75,157583.640625,173196.234375,205088.6875,1131386.94118814,1.0
2270,172903.3125,-16507.76953125,201292.734375,188416.546875,180206.21875,157573.28125,173190.65625,205084.109375,1131401.94318814,1.0
2271,172910.421875,-16542.626953125,201265.78125,188390.890625,180229.96875,157576.625,173213.078125,205106.09375,1131414.94518814,1.0
2272,172933.546875,-16580.10546875,201240.984375,188366.859375,180268.3125,157593.21875,173250.171875,205143.28125,1131431.94718814,1.0
2273,172949.28125,-16615.96484375,201215.8125,188340.96875,180293.25,157605.71875,173275.296875,205168.65625,1131444.94918814,1.0
2274,172958.296875,-16638.947265625,201198.890625,188324.09375,180300.59375,157610.953125,173285.84375,205179.1875,1131456.95118814,1.0
2275,172962.640625,-16637.8046875,201200.9375,188324.09375,180297.296875,157615.015625,173284.5,205178.8125,1131468.95318814,1.0
2276,172954.34375,-16621.6875,201212.1875,188333.109375,180279.796875,157607.765625,173264.671875,205158.453125,1131480.95518814,1.0
2277,172947.234375,-16580.439453125,201242.1875,188363.71875,180262.59375,157605.671875,173246.0625,205140.765625,1131498.95718814,1.0
2278,172933.21875,-16539.765625,201268.078125,188389.890625,180239.40625,157596.984375,173224.28125,205119.484375,1131510.95918814,1.0
2279,172933.890625,-16512.5859375,201286.203125,188407.109375,180230.359375,157593.5625,173221.609375,205115.96875,1131521.96118814,1.0
2280,172940.796875,-16511.775390625,201287.109375,188408.59375,180233.96875,157595.078125,173231.953125,205127.6875,1131533.96318814,1.0
2281,172952.765625,-16539.193359375,201268.078125,188389.515625,180257.4375,157603.8125,173253.3125,205151.484375,1131545.96518814,1.0
2282,172968.6875,-16583.587890625,201237.5625,188359.28125,180288.8125,157616.203125,173280.921875,205181.1875,1131556.96718814,1.0
2283,172984.09375,-16623.546875,201210.1875,188331.578125,180309.5,157626.6875,173302.234375,205200.984375,1131570.96918814,1.0
2284,172992.53125,-16647.72265625,201195.640625,188312.453125,180307.546875,157626.40625,173305.71875,205204.84375,1131581.97118814,1.0
2285,172999.21875,-16640.6171875,201203.984375,188317.265625,180304.78125,157630.84375,173305.25,205203.609375,1131592.97318814,1.0
2286,172989.765625,-16613.962890625,201224.34375,188337.921875,180290.859375,157630.265625,173286.796875,205185.484375,1131607.97518814,1.0
2287,172973.609375,-16569.615234375,201256.4375,188370.296875,180268.828125,157623.5,173261.8125,205158.265625,1131617.97718814,1.0
