model,user,label,n_epochs,window_size,duration,num_classes,size,multiple,sigma,bandpass,class_type,accuracy,bal_acc,precision,recall,f1_score_macro,f1_score_micro
LGBM,cross,attention,,,154.57990956306458,5,2560509,,,False,multi,0.19693520249128324,0.17285263237011578,0.15376914700470676,0.17285263237011578,0.14320074802402974,0.19693520249128324
LGBM,cross,interest,,,156.7305121421814,5,2560509,,,False,multi,0.2544276014445461,0.19569433524021676,0.15792783614445483,0.19569433524021676,0.14967746138514898,0.2544276014445461
LGBM,cross,effort,,,154.67287063598633,5,2560509,,,False,multi,0.31397517819854226,0.19835936079124844,0.13951496033601712,0.19835936079124844,0.14874714218053708,0.31397517819854226
LGBM,1,attention,,,4.962041854858398,5,85991,,,False,multi,0.11069299425032135,0.11001310205789441,0.07041238744984261,0.10429432581261441,0.07976602671026745,0.11069299425032135
LGBM,1,interest,,,8.421472311019897,5,85991,,,False,multi,0.2167364981920376,0.23893398871086627,0.1435173661232127,0.20535120062849416,0.134188073643601,0.2167364981920376
LGBM,1,effort,,,5.253989219665527,5,85991,,,False,multi,0.27415114838302923,0.22496886250353273,0.15177867580928886,0.2226722554258239,0.16523667397683964,0.27415114838302923
LGBM,2,attention,,,7.013276100158691,4,155966,,,False,multi,0.19510843876164943,0.21847010707350695,0.17129768791678995,0.21352271228392777,0.14084377442415688,0.19510843876164943
LGBM,2,interest,,,8.303701877593994,5,155966,,,False,multi,0.24688782674013598,0.2765814864834022,0.22911347623747344,0.26768942661589434,0.1704404357439997,0.24688782674013598
LGBM,2,effort,,,8.672597169876099,5,155966,,,False,multi,0.22501991857666653,0.28179865641047674,0.1415030601005079,0.27164510708979184,0.13233254230727212,0.22501991857666653
LGBM,3,attention,,,8.046518325805664,5,145361,,,False,multi,0.2485157790643005,0.16611131709811464,0.19205175628766963,0.16611131709811464,0.15860756131805234,0.2485157790643005
LGBM,3,interest,,,11.340416431427002,5,145361,,,False,multi,0.314446198986178,0.2510214366278697,0.1862233415350786,0.2446163640309206,0.20755110778687272,0.314446198986178
LGBM,3,effort,,,11.876482248306274,5,145361,,,False,multi,0.24457490703626683,0.20161147618085348,0.19831875703559715,0.20161147618085348,0.15337968948100883,0.24457490703626683
LGBM,6,attention,,,6.502142906188965,3,171763,,,False,multi,0.33271861622553606,0.36175144468019116,0.2404650848260025,0.36175144468019116,0.24290966042446568,0.33271861622553606
LGBM,6,interest,,,6.6199729442596436,3,171763,,,False,multi,0.3625551830572123,0.4137656666616005,0.2796898237736003,0.4137656666616005,0.27348134252068335,0.3625551830572123
LGBM,6,effort,,,9.639723300933838,5,171763,,,False,multi,0.2367383334573614,0.24253206658659332,0.12601950342450927,0.24253206658659332,0.13236529894703958,0.2367383334573614
LGBM,7,attention,,,7.088449239730835,4,174558,,,False,multi,0.3936394775767534,0.4138505416825756,0.23623680427423924,0.4138505416825756,0.2748734715267924,0.3936394775767534
LGBM,7,interest,,,7.218308925628662,4,174558,,,False,multi,0.48320394965881136,0.32583184401116133,0.28902163511946355,0.30653741073565993,0.2810496011074136,0.4832039496588113
LGBM,7,effort,,,7.631091833114624,4,174558,,,False,multi,0.3335594048794032,0.3008667438265514,0.18450967411039498,0.269433111183463,0.1955050167949634,0.3335594048794032
LGBM,8,attention,,,11.944509983062744,5,222319,,,False,multi,0.3776210009127835,0.2821942905888755,0.24128850181925188,0.2821942905888755,0.22891247346116442,0.3776210009127835
LGBM,8,interest,,,12.157210111618042,5,222319,,,False,multi,0.4259480980057407,0.3416644392477448,0.25329807294567264,0.3416644392477448,0.2823715105149032,0.4259480980057407
LGBM,8,effort,,,11.975774765014648,5,222319,,,False,multi,0.2939393005376454,0.2685925957724425,0.20506307972884893,0.24999077585677099,0.16673566395440562,0.2939393005376454
LGBM,9,attention,,,13.798140525817871,5,251940,,,False,multi,0.25041344341594074,0.24126083910150023,0.1479805694784901,0.24126083910150023,0.1645949871254555,0.25041344341594074
LGBM,9,interest,,,13.962888717651367,5,251940,,,False,multi,0.27046478478765107,0.23661260188310976,0.18311882128483387,0.22494448580272208,0.19239263373702276,0.27046478478765107
LGBM,9,effort,,,13.779466152191162,5,251940,,,False,multi,0.32731487161798445,0.24567918620330337,0.15512689694571422,0.22852356470089713,0.16806749879295196,0.32731487161798445
LGBM,10,attention,,,2.1690361499786377,4,35673,,,False,multi,0.25854055937461795,0.2939972809210225,0.13393127531834706,0.22923782462331171,0.1510344698976718,0.25854055937461795
LGBM,10,interest,,,2.2151644229888916,4,35673,,,False,multi,0.1554478181964194,0.23723704354982864,0.1650659132482021,0.15390371021649535,0.13137195183100742,0.1554478181964194
LGBM,10,effort,,,2.1657750606536865,4,35673,,,False,multi,0.1300480225830733,0.18261665498169352,0.047275128520113584,0.13297499415751343,0.059425488949269266,0.1300480225830733
LGBM,11,attention,,,5.085809230804443,5,82768,,,False,multi,0.20411080170952975,0.1295823874188291,0.14637786398992111,0.11937743752532363,0.11470909131081178,0.20411080170952975
LGBM,11,interest,,,4.973422288894653,5,82768,,,False,multi,0.14248561561943504,0.13658260269399108,0.08305645060315202,0.1149369520204933,0.0946699651525396,0.14248561561943504
LGBM,11,effort,,,5.077726364135742,5,82768,,,False,multi,0.41370011788349326,0.3569658884987327,0.2950373861530429,0.3569658884987327,0.2933131314948752,0.41370011788349326
LGBM,12,attention,,,0.3774895668029785,2,11120,,,False,multi,0.2613942172329546,0.2,0.1306971086164773,0.2,0.15782969859442167,0.2613942172329546
LGBM,12,interest,,,1.3792941570281982,4,11120,,,False,multi,0.4471652716386093,0.4,0.3235826358193047,0.4,0.3525155408347501,0.4471652716386093
LGBM,12,effort,,,1.2996089458465576,4,11120,,,False,multi,0.0956530476008828,0.16666666666666666,0.04549416228440642,0.16666666666666666,0.06670358495406499,0.0956530476008828
LGBM,17,attention,,,4.149241209030151,3,107552,,,False,multi,0.3297962942726224,0.30793615868399704,0.24446311338101898,0.30793615868399704,0.22054198196868402,0.3297962942726224
LGBM,17,interest,,,4.099898815155029,3,107552,,,False,multi,0.5495992979408337,0.4122979409552802,0.36575659922652387,0.3802867441140651,0.3515007144963349,0.5495992979408337
LGBM,17,effort,,,4.100108861923218,3,107552,,,False,multi,0.43930893876155996,0.39605360828936964,0.25933998324350305,0.36263506709746995,0.2740236290650596,0.43930893876155996
